,Unnamed: 0,Dis_Actual,Dis_Forcst,difference
30005,30005,104.0,0.0,104.0
30007,30007,500.0,270.0,230.0
30013,30013,276.0,163.0,113.0
30050,30050,209.0,163.0,46.0
30061,30061,64.0,0.0,64.0
30062,30062,580.0,270.0,310.0
30067,30067,105.0,35.614,69.386
30072,30072,66.0,0.0,66.0
30083,30083,179.0,163.0,16.0
30088,30088,104.0,28.567,75.43299999999999
30119,30119,104.0,0.0,104.0
30123,30123,81.0,163.0,-82.0
30142,30142,85.0,0.0,85.0
30144,30144,104.0,0.0,104.0
30150,30150,120.0,51.64,68.36
30153,30153,0.0,163.0,-163.0
30169,30169,91.0,0.0,91.0
30180,30180,69.0,115.77,-46.77
30187,30187,70.0,0.0,70.0
30188,30188,130.0,0.0,130.0
30192,30192,0.0,163.0,-163.0
30199,30199,110.0,0.0,110.0
30223,30223,100.0,0.0,100.0
30226,30226,0.0,163.0,-163.0
30229,30229,99.0,115.77,-16.769999999999996
30239,30239,70.0,0.0,70.0
30251,30251,155.0,0.0,155.0
30254,30254,124.0,115.77,8.230000000000004
30259,30259,156.0,34.48,121.52
30262,30262,70.0,0.0,70.0
30272,30272,0.0,163.0,-163.0
30283,30283,135.0,0.0,135.0
30302,30302,40.0,84.512,-44.512
30303,30303,0.0,163.0,-163.0
30307,30307,155.0,74.999,80.001
30313,30313,150.0,43.394,106.606
30322,30322,84.0,0.0,84.0
30331,30331,40.0,84.512,-44.512
30334,30334,0.0,163.0,-163.0
30342,30342,39.0,0.0,39.0
30355,30355,88.0,85.67999999999999,2.3200000000000074
30364,30364,42.0,84.512,-42.512
30383,30383,0.0,163.0,-163.0
30389,30389,89.0,85.67999999999999,3.3200000000000074
30401,30401,110.0,0.0,110.0
30403,30403,0.0,163.0,-163.0
30417,30417,49.0,61.303,-12.302999999999995
30420,30420,44.0,77.512,-33.512
30426,30426,88.0,85.67999999999999,2.3200000000000074
30438,30438,40.0,99.998,-59.998000000000005
30452,30452,0.0,163.0,-163.0
30465,30465,0.0,102.3,-102.3
30466,30466,155.0,28.567,126.433
30473,30473,183.0,85.67999999999999,97.32
30475,30475,148.0,0.0,148.0
30483,30483,57.0,99.274,-42.274
30494,30494,135.0,0.0,135.0
30495,30495,0.0,163.0,-163.0
30499,30499,0.0,42.0,-42.0
30503,30503,20.0,99.998,-79.998
30511,30511,0.0,42.0,-42.0
30514,30514,0.0,163.0,-163.0
30525,30525,210.0,99.602,110.398
30533,30533,148.0,43.0,105.0
30535,30535,120.0,99.998,20.001999999999995
30537,30537,51.0,103.8,-52.8
30546,30546,30.0,99.998,-69.998
30555,30555,206.0,99.602,106.398
30560,30560,148.0,43.0,105.0
30562,30562,0.0,163.0,-163.0
30580,30580,0.0,42.0,-42.0
30582,30582,45.0,54.0,-9.0
30590,30590,0.0,163.0,-163.0
30611,30611,0.0,115.77,-115.77
30629,30629,35.0,123.48,-88.48
30630,30630,0.0,115.77,-115.77
30632,30632,185.0,85.67999999999999,99.32
30652,30652,0.0,123.48,-123.48
30663,30663,90.0,0.0,90.0
30668,30668,0.0,115.77,-115.77
30673,30673,101.0,85.67999999999999,15.320000000000007
30707,30707,69.0,85.67999999999999,-16.679999999999993
30710,30710,0.0,106.25,-106.25
30717,30717,41.0,78.479,-37.479
30726,30726,406.0,270.0,136.0
30743,30743,0.0,85.67999999999999,-85.67999999999999
30747,30747,71.0,0.0,71.0
30748,30748,0.0,106.25,-106.25
30760,30760,72.0,0.0,72.0
30771,30771,0.0,85.67999999999999,-85.67999999999999
30786,30786,269.0,270.0,-1.0
30808,30808,81.0,54.0,27.0
30811,30811,0.0,85.67999999999999,-85.67999999999999
30825,30825,142.0,270.0,-128.0
30861,30861,0.0,270.0,-270.0
30864,30864,78.0,0.0,78.0
30885,30885,142.0,54.0,88.0
30895,30895,0.0,125.031,-125.031
30901,30901,0.0,135.0,-135.0
30925,30925,142.0,54.0,88.0
30926,30926,76.0,0.0,76.0
30934,30934,104.0,51.783,52.217
30950,30950,81.0,0.0,81.0
30955,30955,144.0,42.0,102.0
30966,30966,0.0,127.0,-127.0
30980,30980,0.0,135.0,-135.0
30988,30988,143.0,52.2893,90.7107
30996,30996,104.0,51.783,52.217
31020,31020,0.0,135.0,-135.0
31055,31055,0.0,126.289,-126.289
31081,31081,111.0,42.0,69.0
31086,31086,111.0,0.0,111.0
31103,31103,0.0,127.0,-127.0
31129,31129,0.0,127.0,-127.0
31133,31133,128.0,42.0,86.0
31138,31138,106.0,0.0,106.0
31153,31153,94.0,0.0,94.0
31166,31166,10.0,135.0,-125.0
31180,31180,144.0,42.0,102.0
31201,31201,144.0,63.0,81.0
31204,31204,87.0,175.289,-88.28899999999999
31212,31212,105.0,0.0,105.0
31218,31218,104.0,18.0,86.0
31231,31231,145.0,63.0,82.0
31240,31240,62.0,0.0,62.0
31246,31246,179.0,216.363,-37.363
31274,31274,290.0,265.0,25.0
31280,31280,0.0,42.0,-42.0
31282,31282,98.0,0.0,98.0
31295,31295,171.0,85.67999999999999,85.32000000000001
31298,31298,154.0,0.0,154.0
31300,31300,132.0,20.157,111.843
31326,31326,290.0,270.0,20.0
31335,31335,103.0,0.0,103.0
31351,31351,289.0,270.0,19.0
31366,31366,158.0,20.157,137.843
31378,31378,172.0,85.67999999999999,86.32000000000001
31387,31387,157.0,20.157,136.843
31400,31400,289.0,270.0,19.0
31427,31427,158.0,20.157,137.843
31429,31429,380.0,270.0,110.0
31439,31439,171.0,85.67999999999999,85.32000000000001
31440,31440,170.0,85.67999999999999,84.32000000000001
31493,31493,0.0,79.046,-79.046
31495,31495,80.0,0.0,80.0
31503,31503,170.0,85.67999999999999,84.32000000000001
31512,31512,115.0,0.0,115.0
31527,31527,0.0,79.046,-79.046
31542,31542,171.0,85.67999999999999,85.32000000000001
31551,31551,95.0,85.561,9.438999999999991
31561,31561,0.0,79.046,-79.046
31568,31568,182.0,85.67999999999999,96.32
31575,31575,152.0,51.783,100.217
31576,31576,100.0,0.0,100.0
31589,31589,0.0,79.046,-79.046
31596,31596,177.0,85.67999999999999,91.32
31598,31598,88.0,85.561,2.438999999999993
31616,31616,100.0,0.0,100.0
31620,31620,36.0,79.046,-43.04600000000001
31622,31622,98.0,85.561,12.438999999999991
31649,31649,179.0,85.67999999999999,93.32
31650,31650,120.0,0.0,120.0
31671,31671,178.0,85.67999999999999,92.32
31713,31713,176.0,85.67999999999999,90.32
31721,31721,152.0,51.783,100.217
31730,31730,269.0,270.0,-1.0
31733,31733,271.0,270.0,1.0
31735,31735,280.0,270.0,10.0
31748,31748,270.0,270.0,0.0
31789,31789,177.0,85.67999999999999,91.32
31793,31793,152.0,51.783,100.217
31800,31800,152.0,51.783,100.217
31822,31822,178.0,85.67999999999999,92.32
31842,31842,176.0,85.67999999999999,90.32
31851,31851,152.0,51.783,100.217
31880,31880,20.0,47.174,-27.174
31888,31888,152.0,51.783,100.217
31893,31893,100.0,0.0,100.0
31894,31894,176.0,85.67999999999999,90.32
31937,31937,176.0,85.67999999999999,90.32
31944,31944,164.0,85.67999999999999,78.32000000000001
31992,31992,475.0,270.0,205.0
32037,32037,429.0,270.0,159.0
32042,32042,52.0,97.0,-45.0
32070,32070,0.0,97.0,-97.0
32086,32086,470.0,270.0,200.0
32090,32090,0.0,97.0,-97.0
32100,32100,461.0,270.0,191.0
32108,32108,72.0,79.046,-7.046000000000007
32112,32112,166.0,85.67999999999999,80.32000000000001
32128,32128,166.0,85.67999999999999,80.32000000000001
32140,32140,469.0,270.0,199.0
32148,32148,70.0,79.046,-9.046000000000006
32152,32152,0.0,97.0,-97.0
32160,32160,498.0,270.0,228.0
32164,32164,109.0,0.0,109.0
32177,32177,181.0,85.67999999999999,95.32
32185,32185,0.0,97.0,-97.0
32195,32195,30.0,60.0,-30.0
32210,32210,182.0,85.67999999999999,96.32
32215,32215,195.0,0.0,195.0
32230,32230,75.0,150.0,-75.0
32234,32234,150.0,150.0,0.0
32235,32235,234.0,48.424,185.576
32247,32247,183.0,50.671,132.329
32267,32267,182.0,85.67999999999999,96.32
32282,32282,0.0,42.0,-42.0
32287,32287,130.0,150.0,-20.0
32296,32296,183.0,85.67999999999999,97.32
32299,32299,195.0,20.157,174.843
32305,32305,80.0,150.0,-70.0
32313,32313,120.0,0.0,120.0
32314,32314,182.0,85.67999999999999,96.32
32324,32324,157.0,42.464,114.536
32326,32326,242.0,72.838,169.162
32327,32327,0.0,42.0,-42.0
32355,32355,252.0,51.466,200.534
32356,32356,157.0,42.464,114.536
32361,32361,184.0,85.67999999999999,98.32
32367,32367,80.0,150.0,-70.0
32377,32377,184.0,85.67999999999999,98.32
32381,32381,148.0,30.774,117.226
32387,32387,108.0,0.0,108.0
32400,32400,152.0,0.0,152.0
32409,32409,80.0,138.93,-58.93000000000001
32432,32432,40.0,65.871,-25.870999999999995
32434,32434,184.0,85.67999999999999,98.32
32450,32450,184.0,85.67999999999999,98.32
32489,32489,104.0,54.0,50.0
32497,32497,97.0,0.0,97.0
32498,32498,184.0,85.67999999999999,98.32
32535,32535,86.0,0.0,86.0
32548,32548,85.0,54.0,31.0
32563,32563,101.0,0.0,101.0
32588,32588,0.0,51.783,-51.783
32594,32594,568.0,174.881,393.119
32596,32596,98.0,83.245,14.754999999999995
32601,32601,0.0,49.98,-49.98
32610,32610,138.0,72.0,66.0
32630,32630,104.0,83.245,20.754999999999995
32640,32640,568.0,202.273,365.727
32643,32643,137.0,72.0,65.0
32661,32661,0.0,41.868,-41.868
32684,32684,119.0,83.245,35.754999999999995
32692,32692,570.0,250.0,320.0
32716,32716,100.0,83.245,16.754999999999995
32722,32722,112.0,56.0,56.0
32730,32730,568.0,207.861,360.139
32739,32739,112.0,56.0,56.0
32742,32742,72.0,83.245,-11.245000000000005
32771,32771,571.0,196.861,374.139
32788,32788,507.0,182.53,324.47
32791,32791,102.0,80.577,21.423
32792,32792,110.0,56.0,54.0
32809,32809,504.0,182.53,321.47
32826,32826,112.0,56.0,56.0
32857,32857,99.0,83.245,15.754999999999995
32868,32868,504.0,193.861,310.139
32870,32870,111.0,56.0,55.0
32891,32891,81.0,66.106,14.894000000000004
32904,32904,568.0,230.0,338.0
32909,32909,143.0,56.0,87.0
32918,32918,150.0,0.0,150.0
32921,32921,76.0,83.245,-7.245000000000003
32939,32939,90.0,49.861,40.139
32962,32962,184.0,65.8607,118.1393
32978,32978,140.0,72.0,68.0
32980,32980,93.0,6.031,86.969
32984,32984,41.0,54.0,-13.0
32992,32992,106.0,6.031,99.969
32999,32999,184.0,85.67999999999999,98.32
33020,33020,0.0,48.541,-48.541
33022,33022,142.0,19.863,122.137
33028,33028,181.0,32.01,148.99
33032,33032,111.0,14.932,96.068
33046,33046,0.0,62.834,-62.834
33050,33050,183.0,85.67999999999999,97.32
33053,33053,0.0,48.07,-48.07
33063,33063,178.0,85.67999999999999,92.32
33067,33067,0.0,62.834,-62.834
33078,33078,152.0,32.01,119.99
33093,33093,78.0,75.145,2.855000000000004
33113,33113,171.0,85.67999999999999,85.32000000000001
33119,33119,80.0,0.0,80.0
33120,33120,97.0,83.245,13.754999999999995
33123,33123,140.0,32.01,107.99
33128,33128,0.0,75.0,-75.0
33146,33146,170.0,85.67999999999999,84.32000000000001
33147,33147,0.0,150.0,-150.0
33157,33157,115.0,0.0,115.0
33174,33174,170.0,85.67999999999999,84.32000000000001
33186,33186,218.0,0.0,218.0
33187,33187,0.0,163.0,-163.0
33193,33193,0.0,43.0,-43.0
33196,33196,150.0,44.415,105.585
33217,33217,0.0,69.0,-69.0
33218,33218,174.0,44.415,129.585
33226,33226,26.0,163.0,-137.0
33233,33233,169.0,85.67999999999999,83.32000000000001
33235,33235,270.0,0.0,270.0
33240,33240,26.0,69.0,-43.0
33252,33252,77.0,163.0,-86.0
33253,33253,198.0,44.415,153.585
33259,33259,270.0,0.0,270.0
33269,33269,169.0,85.67999999999999,83.32000000000001
33281,33281,52.0,69.0,-17.0
33288,33288,169.0,85.67999999999999,83.32000000000001
33294,33294,201.0,44.415,156.585
33295,33295,260.0,0.0,260.0
33303,33303,112.0,163.0,-51.0
33312,33312,170.0,85.67999999999999,84.32000000000001
33313,33313,224.0,43.394,180.606
33322,33322,52.0,74.999,-22.998999999999995
33326,33326,192.0,163.0,29.0
33346,33346,194.0,58.267,135.733
33349,33349,282.0,163.0,119.0
33358,33358,53.0,74.999,-21.998999999999995
33371,33371,77.0,0.0,77.0
33378,33378,167.0,85.67999999999999,81.32000000000001
33379,33379,180.0,55.155,124.845
33380,33380,197.0,58.267,138.733
33390,33390,0.0,163.0,-163.0
33410,33410,108.0,0.0,108.0
33414,33414,239.0,63.155,175.845
33417,33417,168.0,85.67999999999999,82.32000000000001
33426,33426,189.0,63.155,125.845
33431,33431,165.0,85.67999999999999,79.32000000000001
33444,33444,203.0,58.267,144.733
33449,33449,112.0,0.0,112.0
33451,33451,163.0,0.0,163.0
33453,33453,35.0,163.0,-128.0
33462,33462,164.0,85.67999999999999,78.32000000000001
33469,33469,171.0,163.0,8.0
33475,33475,176.0,0.0,176.0
33481,33481,107.0,0.0,107.0
33500,33500,310.0,163.0,147.0
33502,33502,170.0,85.67999999999999,84.32000000000001
33518,33518,0.0,43.394,-43.394
33555,33555,311.0,163.0,148.0
33558,33558,179.0,85.67999999999999,93.32
33564,33564,182.0,85.67999999999999,96.32
33584,33584,313.0,163.0,150.0
33585,33585,0.0,43.394,-43.394
33602,33602,312.0,163.0,149.0
33614,33614,183.0,85.67999999999999,97.32
33641,33641,311.0,163.0,148.0
33642,33642,184.0,85.67999999999999,98.32
33674,33674,311.0,163.0,148.0
33675,33675,182.0,85.67999999999999,96.32
33708,33708,183.0,85.67999999999999,97.32
33737,33737,313.0,163.0,150.0
33745,33745,313.0,163.0,150.0
33765,33765,182.0,85.67999999999999,96.32
33786,33786,313.0,163.0,150.0
33803,33803,124.0,0.0,124.0
33811,33811,183.0,85.67999999999999,97.32
33818,33818,315.0,163.0,152.0
33827,33827,182.0,85.67999999999999,96.32
33857,33857,181.0,85.67999999999999,95.32
33878,33878,314.0,163.0,151.0
33902,33902,81.0,101.15,-20.15000000000001
33905,33905,314.0,163.0,151.0
33918,33918,182.0,85.67999999999999,96.32
33933,33933,183.0,85.67999999999999,97.32
33947,33947,98.0,100.38,-2.3799999999999955
33948,33948,105.0,0.0,105.0
33957,33957,315.0,163.0,152.0
33967,33967,182.0,85.67999999999999,96.32
33971,33971,315.0,163.0,152.0
33979,33979,81.0,0.0,81.0
33980,33980,80.0,148.37,-68.37
33981,33981,78.0,99.314,-21.313999999999997
33988,33988,163.0,0.0,163.0
33993,33993,120.0,99.998,20.001999999999995
33997,33997,80.0,148.37,-68.37
34004,34004,183.0,85.67999999999999,97.32
34005,34005,314.0,163.0,151.0
34008,34008,38.0,99.314,-61.31399999999999
34016,34016,82.0,0.0,82.0
34044,34044,180.0,115.75,64.25
34046,34046,82.0,0.0,82.0
34047,34047,120.0,0.0,120.0
34049,34049,39.0,99.314,-60.31399999999999
34053,34053,317.0,163.0,154.0
34057,34057,76.0,0.0,76.0
34060,34060,80.0,148.37,-68.37
34064,34064,182.0,85.67999999999999,96.32
34076,34076,183.0,85.67999999999999,97.32
34088,34088,80.0,148.37,-68.37
34092,34092,82.0,0.0,82.0
34094,34094,317.0,163.0,154.0
34095,34095,94.0,115.75,-21.75
34099,34099,121.0,0.0,121.0
34101,34101,34.0,52.986,-18.986
34110,34110,68.0,115.75,-47.75
34117,34117,318.0,163.0,155.0
34123,34123,182.0,85.67999999999999,96.32
34124,34124,0.0,54.36,-54.36
34129,34129,116.0,0.0,116.0
34142,34142,69.0,115.75,-46.75
34157,34157,35.0,64.207,-29.206999999999997
34162,34162,183.0,85.67999999999999,97.32
34166,34166,293.0,163.0,130.0
34167,34167,26.0,54.999,-28.999
34176,34176,88.0,115.75,-27.75
34178,34178,183.0,0.0,183.0
34191,34191,121.0,85.67999999999999,35.32000000000001
34206,34206,0.0,74.999,-74.999
34225,34225,106.0,115.75,-9.75
34241,34241,88.0,85.67999999999999,2.3200000000000074
34249,34249,142.0,72.0,70.0
34263,34263,88.0,85.67999999999999,2.3200000000000074
34267,34267,120.0,60.0,60.0
34295,34295,79.0,0.0,79.0
34313,34313,120.0,60.0,60.0
34317,34317,142.0,72.0,70.0
34327,34327,74.0,0.0,74.0
34329,34329,94.0,60.0,34.0
34331,34331,0.0,98.082,-98.082
34345,34345,564.0,173.29500000000002,390.705
34355,34355,141.0,54.0,87.0
34358,34358,127.0,54.0,73.0
34368,34368,566.0,202.273,363.727
34373,34373,0.0,91.315,-91.315
34383,34383,66.0,0.0,66.0
34399,34399,82.0,0.0,82.0
34410,34410,0.0,89.565,-89.565
34412,34412,111.0,42.0,69.0
34425,34425,536.0,188.541,347.459
34430,34430,88.0,0.0,88.0
34431,34431,0.0,88.965,-88.965
34441,34441,502.0,195.142,306.858
34461,34461,112.0,42.0,70.0
34470,34470,469.0,169.76,299.24
34471,34471,64.0,34.0,30.0
34484,34484,112.0,42.0,70.0
34489,34489,82.0,0.0,82.0
34496,34496,0.0,87.415,-87.415
34504,34504,0.0,86.615,-86.615
34510,34510,103.0,0.0,103.0
34513,34513,413.0,163.491,249.509
34517,34517,111.0,42.0,69.0
34545,34545,112.0,42.0,70.0
34546,34546,64.0,34.0,30.0
34555,34555,410.0,175.291,234.709
34560,34560,0.0,85.815,-85.815
34568,34568,105.0,0.0,105.0
34574,34574,104.0,0.0,104.0
34575,34575,111.0,42.0,69.0
34581,34581,0.0,85.215,-85.215
34591,34591,465.0,169.89100000000002,295.109
34602,34602,65.0,34.0,31.0
34609,34609,545.0,210.965,334.035
34613,34613,117.0,48.1266,68.8734
34628,34628,76.0,34.0,42.0
34638,34638,119.0,0.0,119.0
34639,34639,0.0,87.015,-87.015
34662,34662,113.0,0.0,113.0
34663,34663,566.0,251.558,314.442
34667,34667,122.0,60.0,62.0
34672,34672,142.0,72.0,70.0
34675,34675,22.0,54.0,-32.0
34681,34681,139.0,72.0,67.0
34684,34684,83.0,19.863,63.137
34689,34689,117.0,0.0,117.0
34692,34692,73.0,54.0,19.0
34696,34696,155.0,87.1062,67.8938
34699,34699,90.0,60.0,30.0
34721,34721,0.0,75.0,-75.0
34722,34722,140.0,72.0,68.0
34732,34732,184.0,92.82,91.18
34739,34739,98.0,54.0,44.0
34758,34758,139.0,72.0,67.0
34769,34769,58.0,150.0,-92.0
34776,34776,207.0,0.0,207.0
34779,34779,54.0,74.999,-20.998999999999995
34782,34782,185.0,92.82,92.18
34796,34796,54.0,74.999,-20.998999999999995
34810,34810,136.0,72.0,64.0
34813,34813,178.0,92.82,85.18
34816,34816,120.0,163.0,-43.0
34822,34822,93.0,0.0,93.0
34825,34825,271.0,163.0,108.0
34836,34836,123.0,72.0,51.0
34842,34842,92.0,6.031,85.969
34853,34853,73.0,115.83,-42.83
34859,34859,171.0,92.82,78.18
34882,34882,171.0,92.82,78.18
34884,34884,96.0,115.83,-19.83
34885,34885,315.0,163.0,152.0
34912,34912,170.0,92.82,77.18
34914,34914,0.0,46.54,-46.54
34917,34917,312.0,163.0,149.0
34928,34928,122.0,0.0,122.0
34940,34940,82.0,0.0,82.0
34947,34947,171.0,92.82,78.18
34954,34954,314.0,163.0,151.0
34971,34971,183.0,92.82,90.18
34975,34975,98.0,0.0,98.0
34991,34991,314.0,163.0,151.0
35017,35017,87.0,0.0,87.0
35034,35034,182.0,92.82,89.18
35038,35038,313.0,163.0,150.0
35044,35044,313.0,163.0,150.0
35052,35052,100.0,86.771,13.229
35053,35053,97.0,0.0,97.0
35060,35060,0.0,46.54,-46.54
35069,35069,182.0,92.82,89.18
35101,35101,316.0,163.0,153.0
35102,35102,100.0,0.0,100.0
35119,35119,137.0,55.289,81.711
35136,35136,320.0,163.0,157.0
35149,35149,181.0,92.82,88.18
35158,35158,316.0,163.0,153.0
35175,35175,137.0,55.289,81.711
35185,35185,74.0,0.0,74.0
35187,35187,72.0,0.0,72.0
35189,35189,314.0,163.0,151.0
35194,35194,182.0,92.82,89.18
35239,35239,181.0,92.82,88.18
35243,35243,74.0,0.0,74.0
35249,35249,313.0,163.0,150.0
35250,35250,70.0,0.0,70.0
35258,35258,312.0,163.0,149.0
35269,35269,79.0,0.0,79.0
35278,35278,179.0,92.82,86.18
35280,35280,74.0,0.0,74.0
35282,35282,120.0,72.0,48.0
35302,35302,178.0,92.82,85.18
35318,35318,311.0,163.0,148.0
35325,35325,100.0,0.0,100.0
35329,35329,105.0,0.0,105.0
35350,35350,178.0,92.82,85.18
35358,35358,314.0,163.0,151.0
35375,35375,178.0,92.82,85.18
35380,35380,127.0,0.0,127.0
35396,35396,318.0,163.0,155.0
35403,35403,85.0,0.0,85.0
35410,35410,0.0,82.65,-82.65
35414,35414,321.0,163.0,158.0
35430,35430,179.0,92.82,86.18
35431,35431,102.0,0.0,102.0
35442,35442,178.0,92.82,85.18
35447,35447,319.0,163.0,156.0
35454,35454,98.0,0.0,98.0
35456,35456,0.0,82.65,-82.65
35472,35472,318.0,163.0,155.0
35474,35474,184.0,92.82,91.18
35488,35488,0.0,75.931,-75.931
35508,35508,88.0,0.0,88.0
35510,35510,138.0,72.0,66.0
35514,35514,183.0,92.82,90.18
35518,35518,0.0,75.931,-75.931
35536,35536,318.0,163.0,155.0
35557,35557,79.0,0.0,79.0
35558,35558,183.0,92.82,90.18
35561,35561,317.0,163.0,154.0
35568,35568,81.0,77.039,3.9609999999999994
35578,35578,142.0,72.0,70.0
35594,35594,182.0,92.82,89.18
35610,35610,318.0,163.0,155.0
35618,35618,182.0,92.82,89.18
35635,35635,105.0,0.0,105.0
35638,35638,0.0,101.23,-101.23
35639,35639,319.0,163.0,156.0
35656,35656,204.0,0.0,204.0
35665,35665,0.0,43.394,-43.394
35666,35666,76.0,0.0,76.0
35674,35674,319.0,163.0,156.0
35675,35675,182.0,92.82,89.18
35687,35687,29.0,99.997,-70.997
35693,35693,27.0,103.78,-76.78
35698,35698,183.0,92.82,90.18
35700,35700,194.0,0.0,194.0
35714,35714,321.0,163.0,158.0
35735,35735,125.0,0.0,125.0
35743,35743,93.0,96.359,-3.3589999999999947
35751,35751,321.0,163.0,158.0
35753,35753,183.0,92.82,90.18
35766,35766,184.0,92.82,91.18
35768,35768,112.0,0.0,112.0
35774,35774,72.0,0.0,72.0
35775,35775,60.0,96.359,-36.359
35780,35780,0.0,115.83,-115.83
35782,35782,321.0,163.0,158.0
35804,35804,182.0,92.82,89.18
35817,35817,0.0,115.83,-115.83
35824,35824,304.0,163.0,141.0
35851,35851,251.0,163.0,88.0
35854,35854,0.0,115.83,-115.83
35857,35857,183.0,92.82,90.18
35869,35869,508.0,270.0,238.0
35871,35871,80.0,0.0,80.0
35884,35884,0.0,115.83,-115.83
35891,35891,182.0,92.82,89.18
35893,35893,174.0,163.0,11.0
35906,35906,89.0,92.82,-3.819999999999993
35909,35909,16.0,163.0,-147.0
35913,35913,90.0,0.0,90.0
35923,35923,505.0,270.0,235.0
35929,35929,104.0,31.18,72.82
35944,35944,105.0,74.999,30.001000000000005
35953,35953,504.0,270.0,234.0
35957,35957,112.0,72.0,40.0
35963,35963,11.0,92.82,-81.82
35966,35966,99.0,0.0,99.0
35986,35986,499.0,270.0,229.0
36005,36005,100.0,0.0,100.0
36007,36007,0.0,92.82,-92.82
36008,36008,104.0,28.567,75.43299999999999
36010,36010,504.0,270.0,234.0
36011,36011,112.0,72.0,40.0
36015,36015,456.0,270.0,186.0
36021,36021,504.0,270.0,234.0
36030,36030,79.0,28.567,50.433
36032,36032,113.0,72.0,41.0
36049,36049,113.0,22.0747,90.9253
36055,36055,438.0,270.0,168.0
36060,36060,538.0,270.0,268.0
36069,36069,52.0,0.0,52.0
36074,36074,473.0,240.0,233.0
36092,36092,487.0,270.0,217.0
36095,36095,74.0,0.0,74.0
36105,36105,112.0,21.0,91.0
36108,36108,435.0,206.075,228.925
36129,36129,375.0,187.075,187.925
36136,36136,91.0,0.0,91.0
36159,36159,345.0,190.075,154.925
36184,36184,75.0,0.0,75.0
36199,36199,0.0,40.0,-40.0
36208,36208,310.0,173.075,136.925
36213,36213,78.0,0.0,78.0
36246,36246,290.0,172.075,117.925
36265,36265,93.0,0.0,93.0
36295,36295,270.0,160.075,109.925
36308,36308,69.0,0.0,69.0
36332,36332,308.0,191.0,117.0
36337,36337,98.0,0.0,98.0
36346,36346,7.0,50.408,-43.408
36358,36358,361.0,232.667,128.333
36374,36374,51.0,60.0,-9.0
36395,36395,102.0,0.0,102.0
36396,36396,388.0,270.0,118.0
36399,36399,93.0,0.0,93.0
36408,36408,170.0,14.28,155.72
36420,36420,84.0,60.0,24.0
36422,36422,101.0,0.0,101.0
36426,36426,0.0,54.0,-54.0
36432,36432,505.0,270.0,235.0
36440,36440,117.0,72.0,45.0
36460,36460,144.0,0.0,144.0
36466,36466,120.0,60.0,60.0
36471,36471,169.0,92.82,76.18
36474,36474,12.0,54.0,-42.0
36480,36480,186.0,0.0,186.0
36484,36484,171.0,92.82,78.18
36496,36496,80.0,25.224,54.776
36497,36497,120.0,60.0,60.0
36512,36512,52.0,74.999,-22.998999999999995
36522,36522,74.0,74.999,-0.9989999999999952
36533,36533,106.0,0.0,106.0
36535,36535,120.0,60.0,60.0
36539,36539,170.0,92.82,77.18
36557,36557,87.0,0.0,87.0
36581,36581,120.0,60.0,60.0
36606,36606,76.0,74.999,1.0010000000000048
36620,36620,100.0,0.0,100.0
36626,36626,92.0,0.0,92.0
36648,36648,169.0,92.82,76.18
36652,36652,103.0,74.999,28.001000000000005
36662,36662,99.0,110.85,-11.849999999999994
36665,36665,154.0,52.567,101.433
36695,36695,171.0,92.82,78.18
36697,36697,68.0,110.85,-42.85
36708,36708,175.0,92.82,82.18
36722,36722,0.0,43.0,-43.0
36729,36729,154.0,52.567,101.433
36732,36732,96.0,0.0,96.0
36736,36736,72.0,115.83,-43.83
36760,36760,121.0,19.821,101.179
36774,36774,154.0,28.567,125.433
36776,36776,83.0,115.83,-32.83
36788,36788,80.0,0.0,80.0
36789,36789,182.0,92.82,89.18
36805,36805,130.0,0.0,130.0
36807,36807,154.0,28.567,125.433
36808,36808,86.0,115.83,-29.83
36827,36827,180.0,92.82,87.18
36847,36847,181.0,92.82,88.18
36857,36857,120.0,0.0,120.0
36861,36861,154.0,28.567,125.433
36865,36865,86.0,115.83,-29.83
36884,36884,154.0,28.567,125.433
36887,36887,90.0,0.0,90.0
36904,36904,76.0,115.83,-39.83
36909,36909,180.0,92.82,87.18
36922,36922,179.0,92.82,86.18
36927,36927,79.0,115.83,-36.83
36931,36931,153.0,0.0,153.0
36949,36949,70.0,0.0,70.0
36954,36954,178.0,92.82,85.18
36961,36961,82.0,115.83,-33.83
36967,36967,131.0,0.0,131.0
36986,36986,103.0,115.83,-12.829999999999998
36998,36998,108.0,0.0,108.0
37012,37012,176.0,92.82,83.18
37024,37024,106.0,0.0,106.0
37026,37026,97.0,115.83,-18.83
37051,37051,176.0,92.82,83.18
37062,37062,123.0,115.83,7.170000000000002
37068,37068,131.0,0.0,131.0
37083,37083,177.0,92.82,84.18
37101,37101,102.0,115.83,-13.829999999999998
37106,37106,154.0,0.0,154.0
37126,37126,178.0,92.82,85.18
37136,37136,80.0,0.0,80.0
37146,37146,178.0,92.82,85.18
37156,37156,112.0,115.83,-3.8299999999999983
37173,37173,98.0,97.646,0.3539999999999992
37180,37180,148.0,0.0,148.0
37218,37218,120.0,0.0,120.0
37221,37221,110.0,90.646,19.354
37255,37255,177.0,92.82,84.18
37256,37256,120.0,0.0,120.0
37257,37257,108.0,0.0,108.0
37270,37270,0.0,89.0,-89.0
37290,37290,179.0,92.82,86.18
37299,37299,135.0,0.0,135.0
37310,37310,100.0,0.0,100.0
